Date,Term,Value
2013-01-23,14,0.004088889136392012
2013-01-23,30,0.004061889132945877
2013-01-23,61,0.004050631638011001
2013-01-23,91,0.004035387570920311
2013-01-23,122,0.00401373929170558
2013-01-23,152,0.0039896849963118606
2013-01-23,182,0.003971685729317733
2013-01-23,213,0.003953297475729381
2013-01-23,243,0.0039328475313865265
2013-01-23,273,0.0039157608610385876
2013-01-23,304,0.0039014742087161366
2013-01-23,335,0.003888124946335477
2013-01-23,365,0.0038754811010838336
2013-01-23,395,0.0038689322405006128
2013-01-23,425,0.0038690613869250463
2013-01-23,456,0.0038753649248515435
2013-01-23,486,0.0038868216409200487
2013-01-23,516,0.003903084347451695
2013-01-23,547,0.003924560414609306
2013-01-23,577,0.003949575432215138
2013-01-23,607,0.0039785253191563005
2013-01-23,638,0.004012380715068315
2013-01-23,668,0.004048804231799028
2013-01-23,698,0.004088703433972032
2013-01-23,730,0.004134978163750845
2013-01-23,1095,0.004973657983867554
2013-01-23,1460,0.006385070966121829
2013-01-23,1825,0.008100358110832009
2013-01-23,2190,0.009968655771983347
2013-01-23,2555,0.011958819557573849
2013-01-23,2920,0.013961117932009128
2013-01-23,3285,0.015849127906114122
2013-01-23,3650,0.017643263098382593
2013-01-23,4380,0.020650747967112543
2013-01-23,5475,0.02407125880949949
2013-01-23,7300,0.02775707162509324
2013-01-23,9125,0.029817267686331615
2013-01-23,10950,0.030911680038475345
2013-01-23,14600,0.03215719698731914
2013-01-23,18250,0.03236182598383861
2013-01-24,0,0.0040481778195839285
2013-01-24,1,0.004048211221606055
2013-01-24,2,0.004048311560869247
2013-01-24,7,0.004049816650428146
2013-01-24,14,0.004053471133338077
2013-01-24,30,0.004057386378638939
2013-01-24,61,0.004046878276786221
